"DataFox Id","Name","Top Keywords","Year Founded","Exit Status","Location","Score","Revenue Estimate","Private Funding","Headcount","Web Traffic"
"530cd8b1f3c06ca561003e51","YoouKids","entertainment, education, paas, saas, video","2014",,"Lafayette, IN",,,,"=""Unknown""",
"530cd954f3c06ca5610058e4","NuCloud Global","web hosting, cloud computing, iaas, ecommerce","2012",,"Chesterfield, MO",,,,"=""201-500""","5813"
"530cd974f3c06ca561005e6d","Crazy","web hosting, iaas, desktop as a service, crazyinc, crazy inc","2013",,"Walnut, CA",,,,"=""1-10""","0"
"5312d77f6c4df5c2080007f1","Interface Foundry","web development, mobile, retail technology, internet of things, paas","2014",,"New York, NY","875",,"257000","7","1284"
"5312d8236c4df5c208001bf2","FrontSphere","contact centers, saas, paas, enterprise software","2010",,"San Mateo, CA",,,,"=""11-50""","239"
"5324db8e55495833250000b2","Egg Metrics","advertising, paas, saas, social media, consulting",,,,,,,"=""Unknown""",
"5324e1b55549583325002447","MediFlare","paas, saas, health and wellness",,,,,,,"=""Unknown""",
"5324e1c555495833250024dd","RenderStreet","cloud computing, software, paas, saas, services","2012",,,"800",,,"4","19490"
"5324e5e255495833250039d7","Apps Velocity","windows phone 7, ios, developer apis, cloud computing, mobility","2013",,,,,,"=""1-10""",
"532e1751b3aa1d49620005ae","ApostleTech","sales and marketing, crm, cloud computing, social crm, cloud data services","2011",,"Chandler, AZ",,,,"=""1-10""",
"5337b4ef680cb7ce2f00272e","Goldark","cloud computing, developer apis, paas, saas, mobile","2013",,,,,,"2",
"5337b5c5680cb7ce2f003eb3","Live Sqrd","cloud infrastructure, saas, paas, live streaming, live content infrastructure","2013",,"New York, NY","811",,"0","2","176"
"5371af7f519c2a1c070039b6","Konfigure","enterprise software, paas, project management, saas, web tools","2011","private","Coon Rapids, MN",,"> $35m","25446125","=""51-200""","596"
"5371b09d519c2a1c0700ef9e","Fresvii","cloud computing, mobile, mobile games, cloud infrastructure, paas","2005",,"Redwood City, CA","869",,"1800000","=""Unknown""","6100"
"5371b1ec519c2a1c0701ca05","Saxum Commerce","marketplaces, software, app stores, subscription businesses, enterprise software",,,,,,,"=""Unknown""",
"5371b2fd519c2a1c070284a1","CloudOptimize","cloud computing, cloud management, it management, enterprise software, paas","2013",,,,,,"=""Unknown""",
"5371b342519c2a1c0702a530","Cloudrupt","big data analytics, analytics, saas, sales and marketing, cloud infrastructure","2013",,"San Francisco, CA",,,,"=""Unknown""","8401"
"5371b402519c2a1c07032991","The Cloud Simplified","cloud infrastructure, cloud computing, internet, paas, saas","2014",,,,,,"=""Unknown""",
"5371b471519c2a1c07038600","Wodby","web hosting, development platforms, application platforms, web tools, web development","2014",,"San Francisco, CA",,,"30000","=""Unknown""",
"53753bd22f382ff129000dad","Flowgear","data integration, paas, saas, information technology, information services","2010",,,,,"680832","=""Unknown""","1825"
"537bc53b14f3912d43002055","Goorango Systems","web hosting, small and medium businesses, goorango, paas, hosting",,,,,,,"=""Unknown""",
"539fbe9ff7d3337d3d00154a","Proximity 5","mobile infrastructure, proximity internet, location based services, paas, saas","2014",,,,,,"=""Unknown""","879"
"539fe4cdf7d3337d3d00cd30","Modelo","3d technology, architecture, paas, saas, industrial","2014",,"Cambridge, MA","869",,"1100000","2","3838"
"53a310b4cf3d0aae2500a051","VAPI","artificial intelligence, business intelligence, developer apis, paas, enterprise software","2014",,"Dallas, TX",,,"77000","=""Unknown""","131"
"53b1c67d1da3fed47e00496b","SOFTGLOB","development platforms, software, cloud computing, paas, saas","2012",,,,,,"=""Unknown""",
"53b3bf98b456676b6e000088","Stormancer","development platforms, video games, cloud computing, paas, developer tools","2012",,,,,,"=""Unknown""",
"53b69b88d4bf960f6b0000fc","Owtware","application platforms, data security, virtualization, enterprise software, iconn","2011",,,"865",,"6000000","=""11-50""","1084"
"53da8ea255ce3d6a4e00080a","Giant Swarm","development platforms, web hosting, software, cloud computing, developer tools","2014",,,"892",,"1225000","=""1-10""","37787"
"53da92c855ce3d6a4e00c1d6","Quadrant 4 Systems Corporation","cloud computing, healthcare, paas",,,"Rolling Meadows, IL",,,"990000","=""Unknown""","8268"
"53da975c55ce3d6a4e0174cc","XB Global Corp ®","development platforms, cloud infrastructure, big data, artificial intelligence, m2m","2008",,,,,,"=""Unknown""","0"
"53dfd68422f76a8e18001a70","HALKAR","software, internet, enterprise software, cloud computing, paas","2008",,"Encinitas, CA",,,"0","=""51-200""",
"53e10aebafca38754d002dbc","Ghosted","blogging platforms, ghost, blog, hosting, service",,,,,,,"=""Unknown""",
"53e31a1396cb45c94d000f64","cine.io","developer apis, video streaming, b2b, paas, video","2014",,"Berkeley, CA",,,,"=""Unknown""","6831"
"53ecabf02596170829000107","LeadCloud","advertising, leadcloud, lead integration, ipaas, lead platform","2012",,"Ellicott City, MD",,,"1000000","=""Unknown""","4474"
"53f08b4d03f33dd814000262","PlayFab, Inc.","service providers, developer tools, paas, games, saas","2014",,"Seattle, WA","905",,"9900000","=""11-50""","33495"
"5409fd880dc82b982800042f","devo.ps","cloud infrastructure, saas, devo.ps, devops, cloud",,,"San Francisco, CA",,,,"=""Unknown""",
"540aeb0612d6c9414f0017a8","Nuwe","mobile health, saas, paas, digital health","2012",,,,,,"=""Unknown""",
"540aeb9d12d6c9414f001eb4","Vouclicar.com","small and medium businesses, iaas, paas, saas","2013",,,,,,"=""11-50""",
"540af3eaa6e63de95a0037b1","Joola","big data analytics, data visualization, paas, analytics, visualization","2013",,,,,,"=""1-10""","79"
"5412d24269d062a84000016c","Cloud Royale","cloud data services, cloud royale, vps, virtuell privat server, virtuell server","2013",,,,,,"=""Unknown""",
"5412d2e169d062a840000a21","GetStream.io","infrastructure, cloud computing, social media, enterprise software, paas","2014",,"New York, NY","793",,"118000","=""Unknown""","16683"
"541ac2d793e45990280006bc","Pristech Analytics","business services, data visualization, analytics, paas, smart analytics","2013",,,,,,"=""Unknown""",
"54212bce5ab9192b12000092","Infrastructure Republic","domains, cloud infrastructure, cloud security, internet, infrastructure republic","2013",,,,,,"=""Unknown""",
"54215ce901d5981161000be8","Newsreps","news, digital media, paas, media","2013",,,"776",,"188000","=""1-10""","292"
"542c7cb346a592625f0001b2","Serve Hotel","software, enterprises, paas, saas, services",,,,,,,"=""Unknown""",
"542c7cb746a592625f0008b6","Newtrien","paas, saas, healthcare",,,,,,,"=""Unknown""",
"542ca6e9e7ef7194690006f3","Open Developers","web design, web development, software, hardware, paas",,,,,,,"=""Unknown""",
"542ca6eee7ef719469000ea1","Fittter","corporate wellness, enterprises, health and wellness, paas, saas","2014",,"Dallas, TX",,,,"=""Unknown""","159"
"542ca6efe7ef719469000f7d","Digital Workforce","marketplaces, big data, paas, saas",,,,,,,"=""Unknown""",
"542ca71de7ef7194690016fa","Lokko","marketplaces, software, paas, saas, services",,,,,,,"=""Unknown""",
"542ca72be7ef719469002114","Enveloper","networking, software, enterprises, communications infrastructure, paas",,,,,,,"=""Unknown""",
"542ca81be7ef719469005c8e","Conectoo","advertising, paas, saas, services",,,,,,,"=""Unknown""",
"5433c97e1b4c3f7e2c000cf6","Getup Cloud","web hosting, cloud computing, paas, cloud, getup","2012",,,,,"84639","=""Unknown""","3078"
"5433cbd31b4c3f7e2c001dd9","Busybiz","networking, software, enterprises, paas, saas",,,,,,,"=""Unknown""",
"5433dc46c686c803380063e3","Proximity 5","mobile infrastructure, proximity internet, location based services, paas, saas","2014",,"Fort Lauderdale, FL",,,,"=""Unknown""",
"54463cc5ed9256c332000165","Constant Commerce","brand marketing, advertising platforms, e commerce platforms, retail technology, paas","2010",,,"868",,"2029585","=""51-200""","14552"
"544649139626836b3e001261","inAppAd","advertising, advertising platforms, advertising exchanges, saas, paas","2013",,"New York, NY",,,"500000","=""Unknown""","1486"
"54464d879626836b3e0038ee","appReef","software, paas, saas, cloud computing, services",,,"Coppell, TX",,,,"=""Unknown""",
"5451753cd19f77d93e000e70","Hello Block","service providers, developer apis, design, open source, bitcoin",,,"San Francisco",,,"118000","=""Unknown""","3820"
"54530d151a9c0d450b001b78","GridVision Technologies, Inc.","startups, it management, enterprise software, paas, saas",,,,,,,"=""Unknown""",
"54580c3a3e0293bd360000a0","RENOVUS RE","real estate investors, transaction processing, realtors, commercial real estate, paas","2014",,"Atlanta, GA",,,"0","=""Unknown""",
"545a770bbc55691f7e000f43","Dynamic Deploy","cloud data services, windows azure, cloud, azure, no downloads",,,,,,,"=""Unknown""",
"546236516a1f2a6f09003601","Asia Cloud Computing Association - ACCA","cloud computing, asia cloud, asiacloud, asia cloud computing association, cloud",,,,,,,"=""Unknown""",
"546e67ce5966325c6e000dd1","Pressidium","web hosting, web design, software, web cms, blogging platforms","2013",,,"448",,"0","=""Unknown""",
"547144eb4625e1b377002252","SaaS&CRM Consulting","cloud computing, crm, social media platforms, corporate training, saas",,,"Tokyo",,,,"=""Unknown""",
"5471f7214e64b6ff030165bd","Sparkistic","digital media, enterprise software, robotics, algorithms, cloud",,,"San Diego",,,,"=""Unknown""",
"547a9940cfcaa81264002466","Mosi Seven","mosi seven, managed hosting, hosting, virtulization, virtulisation",,,,,,,"=""Unknown""",
"547c58576fa0558f030001f8","1POINT2IT.com","reviews and recommendations, lead generation, consulting, technology, cloud",,,,,,,"=""Unknown""",
"548115a11c0fe80a440141a2","BLUWIRED","internet of things, smart industry, smart factory, iot, sensors",,,"San Francisco",,,,"=""Unknown""",
"54811cb91c0fe80a44014a74","Modit","development platforms, project management, software, developer tools, paas","2013",,"Cambridge, MA",,,"425000","=""Unknown""","1062"
"54817a231c0fe80a4401c0ea","ThroughPuter","cloud computing, development platforms, paas, cloud security, platform as a service",,,"New York City",,,,"=""Unknown""",
"548d54dc8efda9842200018b","Sameera Techno Solutions","infrastructure, electronics, general public worldwide, all students, corporate it",,,,,,,"=""Unknown""",
"5499596caf8dc479220001d2","datapath.io","software, internet infrastructure, cloud computing, saas, iaas",,,,,,,"=""Unknown""",
"54af639ddfde54ae1800009b","KamaKama","real time, sports, paas, personalization","2013",,,,,,"=""Unknown""",
"54dad71a043f3d2c50000602","Zapelo Software","cloud infrastructure, mobile software tools, transaction processing, crm, paas",,,"Atlanta, GA",,,,"=""Unknown""",
"54e44ace570d66276a002e18","HONEY.BE TECHNOLOGIES","internet of things, retail technology, paas",,,,,,,"=""Unknown""",
"54e485d771553802410000cb","Online Labs","arm, physical server, dedicated server, physicalization, cloud",,,,,,,"=""Unknown""",
